통계표ID,통계표명,지역,cleaning1,cleaning2,연령대,cleaning3,cleaning4,구분,대상
DT_4BD1006,종사자 규모별 장애인·비장애인 기업별 종사자 수,,종사자 규모별 장애인·비장애인 기업별 종사자 수,종사자 규모별 장애인·비장애인 기업별 종사자 수,,종사자 규모별 장애인·비장애인 기업별 종사자 수,종사자 규모별 장애인·비장애인 기업별 종사자 수,"종사자규모별, 기업별",장애인과 비장애인
DT_4BD1007,산업별 장애인·비장애인 기업별 신생기업 생존율,,산업별 장애인·비장애인 기업별 신생기업 생존율,산업별 장애인·비장애인 기업별 신생기업 생존율,,산업별 장애인·비장애인 기업별 신생기업 생존율,산업별 장애인·비장애인 기업별 신생기업 생존율,"산업별, 기업별",신생기업
DT_5BD1001,(상용근로자 1인 이상)산업별 기업수,,(상용근로자 1인 이상)산업별 기업수,(상용근로자 1인 이상)산업별 기업수,,(상용근로자 1인 이상)산업별 기업수,(상용근로자 1인 이상)산업별 기업수,산업별,기업수
DT_5BD1002,(상용근로자 1인 이상)산업별 종사자수,,(상용근로자 1인 이상)산업별 종사자수,(상용근로자 1인 이상)산업별 종사자수,,(상용근로자 1인 이상)산업별 종사자수,(상용근로자 1인 이상)산업별 종사자수,산업별,산업별 종사자수
DT_5BD1003,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 기업 수,,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 기업 수,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 기업 수,,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 기업 수,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 기업 수,"산업별, 신생기업 생존 연수별",신생기업
DT_5BD1004,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 종사자 수,,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 종사자 수,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 종사자 수,,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 종사자 수,(상용근로자 1인 이상)산업별 신생기업 생존 연수별 종사자 수,"산업별, 신생기업 생존 연수별",신생기업 종사자 수
DT_5BD1005,(상용근로자 1인 이상)산업별 신생기업 생존율,,(상용근로자 1인 이상)산업별 신생기업 생존율,(상용근로자 1인 이상)산업별 신생기업 생존율,,(상용근로자 1인 이상)산업별 신생기업 생존율,(상용근로자 1인 이상)산업별 신생기업 생존율,산업별,신생기업
DT_1EI10122,"정곡(일반계, 20kg, 비추정평균가격), 월 2017.4 ~",,"정곡(일반계, 20kg, 비추정평균가격), 월 2017.4 ~","정곡(일반계, 20kg, 비추정평균가격), 월 2017.4 ~",,"정곡(일반계, 20kg, 비추정평균가격), 월 2017.4 ~","정곡(일반계, 20kg, 비추정평균가격), 월 2017.4 ~",품목별,정곡
DT_1EI10179,"정곡(일반계, 20kg, 단순평균가격), 월 2013.7.~2022.12.",,"정곡(일반계, 20kg, 단순평균가격), 월 2013.7.~2022.12.","정곡(일반계, 20kg, 단순평균가격), 월 2013.7.~2022.12.",,"정곡(일반계, 20kg, 단순평균가격), 월 2013.7.~2022.12.","정곡(일반계, 20kg, 단순평균가격), 월 2013.7.~2022.12.",품목별,정곡
DT_1OH0401,주택소재지별 주택수(가구단위),,주택소재지별 주택수(가구단위),주택소재지별 주택수(가구단위),,주택소재지별 주택수(가구단위),주택소재지별 주택수(가구단위),주택소재지별,"주택수, 가구"
DT_1OH0402,거주지역별 주택소유 및 무주택 가구수,,거주지역별 주택소유 및 무주택 가구수,거주지역별 주택소유 및 무주택 가구수,,거주지역별 주택소유 및 무주택 가구수,거주지역별 주택소유 및 무주택 가구수,거주지역별,"주택소유 가구, 무주택 가구"
DT_1OH0403,거주지역/가구주의 성/연령대별 주택소유 가구수,,거주지역/가구주의 성/연령대별 주택소유 가구수,거주지역/가구주의 성/연령대별 주택소유 가구수,,거주지역/가구주의 성/연령대별 주택소유 가구수,거주지역/가구주의 성/연령대별 주택소유 가구수,"거주지역별, 가구주의 성별, 연령대별",가구
DT_1OH0404,거주지역/가구원수별 주택소유 가구수,,거주지역/가구원수별 주택소유 가구수,거주지역/가구원수별 주택소유 가구수,,거주지역/가구원수별 주택소유 가구수,거주지역/가구원수별 주택소유 가구수,"거주지역별, 가구원수별",가구
DT_1OH0405,거주지역/세대구성별 주택소유 가구수,,거주지역/세대구성별 주택소유 가구수,거주지역/세대구성별 주택소유 가구수,,거주지역/세대구성별 주택소유 가구수,거주지역/세대구성별 주택소유 가구수,"거주지역별, 세대구성별",주택소유 가구수
DT_1OH0406,주택소유물건수별 주택소유 가구수,,주택소유물건수별 주택소유 가구수,주택소유물건수별 주택소유 가구수,,주택소유물건수별 주택소유 가구수,주택소유물건수별 주택소유 가구수,주택소유물건수별,주택소유 가구수
DT_1OH0407,거주지역/주택소유물건수별 주택소유 가구수,,거주지역/주택소유물건수별 주택소유 가구수,거주지역/주택소유물건수별 주택소유 가구수,,거주지역/주택소유물건수별 주택소유 가구수,거주지역/주택소유물건수별 주택소유 가구수,"거주지역별, 주택소유물건수별",주택소유 가구수
DT_1OH0408,주택소유지분별 주택소유 가구수,,주택소유지분별 주택소유 가구수,주택소유지분별 주택소유 가구수,,주택소유지분별 주택소유 가구수,주택소유지분별 주택소유 가구수,주택소유지분별,주택소유 가구수
DT_1OH0409,거주지역/주택소유지분별 주택소유 가구수,,거주지역/주택소유지분별 주택소유 가구수,거주지역/주택소유지분별 주택소유 가구수,,거주지역/주택소유지분별 주택소유 가구수,거주지역/주택소유지분별 주택소유 가구수,"거주지역별, 주택소유지분별",주택소유 가구수
DT_1OH0410,거주지역/주택자산가액별 주택소유 가구수 및 주택수,,거주지역/주택자산가액별 주택소유 가구수 및 주택수,거주지역/주택자산가액별 주택소유 가구수 및 주택수,,거주지역/주택자산가액별 주택소유 가구수 및 주택수,거주지역/주택자산가액별 주택소유 가구수 및 주택수,"거주지역, 주택자산가액별","주택소유 가구수, 주택수"
DT_1OH0411,주택자산가액기준 10분위별 주택소유가구 기본현황,,주택자산가액기준 10분위별 주택소유가구 기본현황,주택자산가액기준 10분위별 주택소유가구 기본현황,,주택자산가액기준 10분위별 주택소유가구 기본현황,주택자산가액기준 10분위별 주택소유가구 기본현황,10분위별,주택소유가구
DT_1OH0412,주택자산가액기준 10분위/거주지역별 주택소유 가구수 비율,,주택자산가액기준 10분위/거주지역별 주택소유 가구수 비율,주택자산가액기준 10분위/거주지역별 주택소유 가구수 비율,,주택자산가액기준 10분위/거주지역별 주택소유 가구수 비율,주택자산가액기준 10분위/거주지역별 주택소유 가구수 비율,거주지역별,주택소유 가구수
DT_1OH0413,주택자산가액기준 10분위/가구주의 성별 주택소유 가구수 비율,,주택자산가액기준 10분위/가구주의 성별 주택소유 가구수 비율,주택자산가액기준 10분위/가구주의 성별 주택소유 가구수 비율,,주택자산가액기준 10분위/가구주의 성별 주택소유 가구수 비율,주택자산가액기준 10분위/가구주의 성별 주택소유 가구수 비율,성별,"가구주의 성별, 가구, 주택소유 가구수"
DT_1OH0414,주택자산가액기준 10분위/가구주의 연령대별 주택소유 가구수 비율,,주택자산가액기준 10분위/가구주의 연령대별 주택소유 가구수 비율,주택자산가액기준 10분위/가구주의 연령대별 주택소유 가구수 비율,,주택자산가액기준 10분위/가구주의 연령대별 주택소유 가구수 비율,주택자산가액기준 10분위/가구주의 연령대별 주택소유 가구수 비율,가구주의연령대별,주택소유 가구수
DT_1OH0415,거주지역/가구주의 성/연령대별 아파트소유 가구수,,거주지역/가구주의 성/연령대별 아파트소유 가구수,거주지역/가구주의 성/연령대별 아파트소유 가구수,,거주지역/가구주의 성/연령대별 아파트소유 가구수,거주지역/가구주의 성/연령대별 아파트소유 가구수,"거주지역별, 가구주의 성별, 연령대별",아파트소유 가구수
DT_1OH0416,거주지역/가구원수별 아파트소유 가구수,,거주지역/가구원수별 아파트소유 가구수,거주지역/가구원수별 아파트소유 가구수,,거주지역/가구원수별 아파트소유 가구수,거주지역/가구원수별 아파트소유 가구수,"거주지역별, 가구원수별",아파트소유 가구수
DT_1OH0417,거주지역/세대구성별 아파트소유 가구수,,거주지역/세대구성별 아파트소유 가구수,거주지역/세대구성별 아파트소유 가구수,,거주지역/세대구성별 아파트소유 가구수,거주지역/세대구성별 아파트소유 가구수,"거주지역별, 세대구성별",아파트소유 가구수
DT_1OH0418,거주지역/가구주의 성/연령대별 무주택 가구수,,거주지역/가구주의 성/연령대별 무주택 가구수,거주지역/가구주의 성/연령대별 무주택 가구수,,거주지역/가구주의 성/연령대별 무주택 가구수,거주지역/가구주의 성/연령대별 무주택 가구수,"거주지역별, 가구주의 성별, 연령대별",가구
DT_1OH0419,거주지역/가구원수별 무주택 가구수,,거주지역/가구원수별 무주택 가구수,거주지역/가구원수별 무주택 가구수,,거주지역/가구원수별 무주택 가구수,거주지역/가구원수별 무주택 가구수,"거주지역별, 가구원수별","가구원수, 가구"
DT_1OH0420,거주지역/세대구성별 무주택 가구수,,거주지역/세대구성별 무주택 가구수,거주지역/세대구성별 무주택 가구수,,거주지역/세대구성별 무주택 가구수,거주지역/세대구성별 무주택 가구수,"거주지역별, 세대구성별",무주택 가구수
DT_1OH0421,(장애인) 거주지역별 주택소유 및 무주택 가구수,,(장애인) 거주지역별 주택소유 및 무주택 가구수,(장애인) 거주지역별 주택소유 및 무주택 가구수,,(장애인) 거주지역별 주택소유 및 무주택 가구수,(장애인) 거주지역별 주택소유 및 무주택 가구수,거주지역별,"주택, 가구"
DT_1OH0422,(장애인) 가구주의 연령별 주택소유 가구수,,(장애인) 가구주의 연령별 주택소유 가구수,(장애인) 가구주의 연령별 주택소유 가구수,,(장애인) 가구주의 연령별 주택소유 가구수,(장애인) 가구주의 연령별 주택소유 가구수,가구주의연령별,"가구주, 가구수"
DT_1OH0501,주택소재지별 주택수(개인단위),,주택소재지별 주택수(개인단위),주택소재지별 주택수(개인단위),,주택소재지별 주택수(개인단위),주택소재지별 주택수(개인단위),주택소재지별,주택수
DT_1OH0502,주택소유자수별 주택수(단독 및 공동 소유),,주택소유자수별 주택수(단독 및 공동 소유),주택소유자수별 주택수(단독 및 공동 소유),,주택소유자수별 주택수(단독 및 공동 소유),주택소유자수별 주택수(단독 및 공동 소유),주택소유자수별,"주택소유자수, 주택수"
DT_1OH0503,주택소재지/거주지역별 주택수(관내인 및 외지인 소유),,주택소재지/거주지역별 주택수(관내인 및 외지인 소유),주택소재지/거주지역별 주택수(관내인 및 외지인 소유),,주택소재지/거주지역별 주택수(관내인 및 외지인 소유),주택소재지/거주지역별 주택수(관내인 및 외지인 소유),거주지역별,주택수
